species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,inherited_from_rank,inherited_from_taxon,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
Agrilus planipennis,Emerald ash borer,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Buprestidae,1.061014,0.799432,-0.863034,0.485393,0.543109,0.458481,0.431196,0.606868,0.345286,-1.31718,0.031247,0.088963,0.004335,0.0,1.51516,1.253578,-0.408888,0.939539,0.997255,0.912627,0.885342,0.231707,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Ailuropoda melanoleuca,Giant panda,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ursidae,1.097682,0.341667,-1.349311,0.455084,0.587922,0.422073,0.610307,0.86756,0.111545,-1.579433,0.224962,0.3578,0.191951,0.380185,1.327804,0.571789,-1.119189,0.685206,0.818044,0.652195,0.840429,0.117409,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Ailurus fulgens,Red panda,Animalia,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ailuridae,1.067953,0.503904,-1.242095,0.469134,0.595879,0.424653,0.612534,0.768916,0.204867,-1.541132,0.170097,0.296842,0.125616,0.313497,1.36699,0.802941,-0.943058,0.768171,0.894916,0.72369,0.911571,0.15257,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Aix sponsa,Wood duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Anatidae,0.923188,0.425317,-0.996898,0.686857,0.675906,0.575762,0.788031,0.725252,0.227381,-1.194834,0.488921,0.47797,0.377826,0.590095,1.121124,0.623253,-0.798962,0.884793,0.873842,0.773698,0.985967,0.100988,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Alauda arvensis,Eurasian skylark,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Alaudidae,1.032927,0.539359,-1.025175,0.590669,0.610922,0.502205,0.538807,0.705248,0.21168,-1.352854,0.26299,0.283243,0.174526,0.211128,1.360606,0.867038,-0.697496,0.918348,0.938601,0.829884,0.866486,0.167183,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Alca torda,Razorbill,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Alcidae,0.828331,0.466061,-0.880408,0.78198,0.708596,0.629771,0.850894,0.605222,0.242952,-1.103517,0.558871,0.485487,0.406662,0.627785,1.05144,0.68917,-0.657299,1.0,0.931705,0.85288,1.0,0.113831,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Alces alces,Moose,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cervidae,0.950084,0.417323,-1.031953,0.597969,0.633016,0.48546,0.648312,0.742794,0.210033,-1.239243,0.390679,0.425726,0.27817,0.441022,1.157374,0.624613,-0.824663,0.805259,0.840306,0.69275,0.855602,0.10576,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Alouatta palliata,Mantled howler,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Atelidae,0.837972,0.384257,-0.721165,0.840812,0.795174,0.647631,0.838284,0.584366,0.130651,-0.974771,0.587206,0.541568,0.394025,0.584678,1.091578,0.637863,-0.467559,1.0,1.0,0.901237,1.0,0.129391,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Amatitlania nigrofasciata,Convict cichlid,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Amatitlania,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cichlidae,0.947045,0.605513,-1.001274,0.592476,0.588581,0.493963,0.47338,0.753381,0.411849,-1.194938,0.398812,0.394917,0.300299,0.279716,1.140709,0.799177,-0.80761,0.78614,0.782245,0.687627,0.667044,0.098808,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Amazona amazonica,Orange-winged amazon,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Psittacidae,0.852963,0.464243,-0.644619,0.823565,0.786325,0.65884,0.852746,0.640987,0.252267,-0.856595,0.611589,0.574349,0.446864,0.64077,1.064939,0.676219,-0.432643,1.0,0.998301,0.870816,1.0,0.108151,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Ameiurus nebulosus,Brown bullhead,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ictaluridae,1.107597,0.762194,-1.306868,0.445258,0.542629,0.422156,0.393054,0.861723,0.51632,-1.552742,0.199384,0.296755,0.176282,0.14718,1.353471,1.008068,-1.060994,0.691132,0.788503,0.66803,0.638928,0.125446,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Amphiprion ocellaris,False clownfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,false,assistant_curated_candidate_bank_v2,0.956,family,Pomacentridae,0.807283,0.644539,-0.803974,0.813761,0.700738,0.63053,0.616658,0.587749,0.425005,-1.023508,0.594227,0.481204,0.410996,0.397124,1.026817,0.864073,-0.58444,1.0,0.920272,0.850064,0.836192,0.112007,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Anas platyrhynchos,Mallard,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,false,curated_candidate_bank_v1,0.879,family,Anatidae,0.923188,0.425317,-0.996898,0.686857,0.675906,0.575762,0.788031,0.725252,0.227381,-1.194834,0.488921,0.47797,0.377826,0.590095,1.121124,0.623253,-0.798962,0.884793,0.873842,0.773698,0.985967,0.100988,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Ancistrus cirrhosus,Bristlenose pleco,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Loricariidae,1.150967,0.821467,-1.436197,0.329583,0.467802,0.345592,0.318914,0.908883,0.579383,-1.678281,0.087499,0.225718,0.103508,0.07683,1.393051,1.063551,-1.194113,0.571667,0.709886,0.587676,0.560998,0.123512,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Anguilla anguilla,European eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Anguillidae,1.188376,0.793374,-1.558422,0.257891,0.431515,0.297928,0.27042,0.959052,0.56405,-1.787746,0.028567,0.202191,0.068604,0.041096,1.4177,1.022698,-1.329098,0.487215,0.660839,0.527252,0.499744,0.117002,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Anguilla rostrata,American eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Anguillidae,1.188376,0.793374,-1.558422,0.257891,0.431515,0.297928,0.27042,0.959052,0.56405,-1.787746,0.028567,0.202191,0.068604,0.041096,1.4177,1.022698,-1.329098,0.487215,0.660839,0.527252,0.499744,0.117002,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Anopheles gambiae,African malaria mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,false,assistant_curated_candidate_bank_v2,0.956,family,Culicidae,1.229072,1.027505,-1.207291,0.355806,0.406531,0.355165,0.356052,1.008043,0.806476,-1.42832,0.134777,0.185502,0.134136,0.135023,1.450101,1.248534,-0.986262,0.576835,0.62756,0.576194,0.577081,0.11277,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Anser anser,Greylag goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Anatidae,0.923188,0.425317,-0.996898,0.686857,0.675906,0.575762,0.788031,0.725252,0.227381,-1.194834,0.488921,0.47797,0.377826,0.590095,1.121124,0.623253,-0.798962,0.884793,0.873842,0.773698,0.985967,0.100988,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Antheraea polyphemus,Polyphemus moth,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Saturniidae,1.071409,0.802996,-0.984078,0.397043,0.514429,0.421063,0.387088,0.779187,0.510774,-1.2763,0.104821,0.222207,0.128841,0.094866,1.363631,1.095218,-0.691856,0.689265,0.806651,0.713285,0.67931,0.149093,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Antilocapra americana,Pronghorn,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Antilocapridae,0.90849,0.340373,-1.042115,0.700103,0.700493,0.562155,0.758839,0.606501,0.038384,-1.344104,0.398114,0.398504,0.260166,0.45685,1.210479,0.642362,-0.740126,1.0,1.0,0.864144,1.0,0.154076,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Apis cerana,Asian honey bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Apidae,0.926757,0.732782,-0.623436,0.757077,0.685376,0.564906,0.584367,0.712649,0.518674,-0.837544,0.542969,0.471268,0.350798,0.370259,1.140865,0.94689,-0.409328,0.971185,0.899484,0.779014,0.798475,0.109239,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Apis mellifera,Western honey bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,true,seed_species,0.956,family,Apidae,0.926757,0.732782,-0.623436,0.757077,0.685376,0.564906,0.584367,0.712649,0.518674,-0.837544,0.542969,0.471268,0.350798,0.370259,1.140865,0.94689,-0.409328,0.971185,0.899484,0.779014,0.798475,0.109239,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Aptenodytes forsteri,Emperor penguin,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,false,assistant_curated_candidate_bank_v2,0.956,family,Spheniscidae,0.782213,0.400108,-0.853797,0.837189,0.7486,0.66774,0.884306,0.591515,0.20941,-1.044495,0.646491,0.557902,0.477042,0.693608,0.972911,0.590806,-0.663099,1.0,0.939298,0.858438,1.0,0.097295,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Aptenodytes patagonicus,King penguin,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Spheniscidae,0.782213,0.400108,-0.853797,0.837189,0.7486,0.66774,0.884306,0.591515,0.20941,-1.044495,0.646491,0.557902,0.477042,0.693608,0.972911,0.590806,-0.663099,1.0,0.939298,0.858438,1.0,0.097295,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Apteryx australis,Southern brown kiwi,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Apterygidae,0.95392,0.488285,-1.000362,0.556867,0.617224,0.509825,0.704105,0.497407,0.031772,-1.456875,0.100354,0.160711,0.053312,0.247592,1.410433,0.944798,-0.543849,1.0,1.0,0.966338,1.0,0.232915,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Aquila chrysaetos,Golden eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Accipitridae,1.089004,0.433524,-1.278037,0.388976,0.533119,0.38701,0.586802,0.88174,0.22626,-1.485301,0.181712,0.325855,0.179746,0.379538,1.296268,0.640788,-1.070773,0.59624,0.740383,0.594274,0.794066,0.105747,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Ara ararauna,Blue-and-yellow macaw,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Psittacidae,0.852963,0.464243,-0.644619,0.823565,0.786325,0.65884,0.852746,0.640987,0.252267,-0.856595,0.611589,0.574349,0.446864,0.64077,1.064939,0.676219,-0.432643,1.0,0.998301,0.870816,1.0,0.108151,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Ara macao,Scarlet macaw,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Psittacidae,0.852963,0.464243,-0.644619,0.823565,0.786325,0.65884,0.852746,0.640987,0.252267,-0.856595,0.611589,0.574349,0.446864,0.64077,1.064939,0.676219,-0.432643,1.0,0.998301,0.870816,1.0,0.108151,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Archilochus colubris,Ruby-throated hummingbird,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Trochilidae,1.016145,0.522137,-0.9804,0.314175,0.430466,0.315074,0.487353,0.76651,0.272502,-1.230035,0.06454,0.180831,0.065439,0.237718,1.26578,0.771772,-0.730765,0.56381,0.680101,0.564709,0.736988,0.127365,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Arctocephalus gazella,Antarctic fur seal,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Otariidae,0.808573,0.319903,-0.902968,0.867658,0.76708,0.66174,0.869745,0.550708,0.062038,-1.160833,0.609793,0.509215,0.403875,0.61188,1.066438,0.577768,-0.645103,1.0,1.0,0.919605,1.0,0.131564,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Ardea alba,Great egret,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ardeidae,1.035653,0.514101,-1.149961,0.338938,0.438255,0.33838,0.514252,0.810239,0.288687,-1.375375,0.113524,0.212841,0.112966,0.288838,1.261067,0.739515,-0.924547,0.564352,0.663669,0.563794,0.739666,0.115007,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Ardea herodias,Great blue heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ardeidae,1.035653,0.514101,-1.149961,0.338938,0.438255,0.33838,0.514252,0.810239,0.288687,-1.375375,0.113524,0.212841,0.112966,0.288838,1.261067,0.739515,-0.924547,0.564352,0.663669,0.563794,0.739666,0.115007,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Astatotilapia burtoni,Burton's mouthbrooder,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Astatotilapia,false,assistant_curated_candidate_bank_v2,0.956,family,Cichlidae,0.947045,0.605513,-1.001274,0.592476,0.588581,0.493963,0.47338,0.753381,0.411849,-1.194938,0.398812,0.394917,0.300299,0.279716,1.140709,0.799177,-0.80761,0.78614,0.782245,0.687627,0.667044,0.098808,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Astronotus ocellatus,Oscar,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Astronotus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cichlidae,0.947045,0.605513,-1.001274,0.592476,0.588581,0.493963,0.47338,0.753381,0.411849,-1.194938,0.398812,0.394917,0.300299,0.279716,1.140709,0.799177,-0.80761,0.78614,0.782245,0.687627,0.667044,0.098808,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Astyanax mexicanus,Mexican tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Characidae,0.875144,0.678893,-0.793954,0.748373,0.672488,0.589915,0.574386,0.648317,0.452066,-1.020781,0.521546,0.445661,0.363088,0.347559,1.101971,0.90572,-0.567127,0.9752,0.899315,0.816742,0.801213,0.115728,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Ateles geoffroyi,Geoffroy's spider monkey,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Atelidae,0.837972,0.384257,-0.721165,0.840812,0.795174,0.647631,0.838284,0.584366,0.130651,-0.974771,0.587206,0.541568,0.394025,0.584678,1.091578,0.637863,-0.467559,1.0,1.0,0.901237,1.0,0.129391,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Athene cunicularia,Burrowing owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Strigidae,1.18986,0.647836,-1.305223,0.364385,0.522621,0.380034,0.579242,0.964195,0.422171,-1.530888,0.13872,0.296956,0.154369,0.353577,1.415525,0.873501,-1.079558,0.59005,0.748286,0.605699,0.804907,0.115135,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Atta cephalotes,Leafcutter ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,true,seed_species,0.879,family,Formicidae,0.863987,0.850214,-0.362514,0.882166,0.750067,0.639214,0.65947,0.667742,0.653969,-0.558759,0.685921,0.553822,0.442969,0.463225,1.060232,1.046459,-0.166269,1.0,0.946312,0.835459,0.855715,0.100125,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Attacus atlas,Atlas moth,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Attacus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Saturniidae,1.071409,0.802996,-0.984078,0.397043,0.514429,0.421063,0.387088,0.779187,0.510774,-1.2763,0.104821,0.222207,0.128841,0.094866,1.363631,1.095218,-0.691856,0.689265,0.806651,0.713285,0.67931,0.149093,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Axis axis,Chital,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cervidae,0.950084,0.417323,-1.031953,0.597969,0.633016,0.48546,0.648312,0.742794,0.210033,-1.239243,0.390679,0.425726,0.27817,0.441022,1.157374,0.624613,-0.824663,0.805259,0.840306,0.69275,0.855602,0.10576,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Balaenoptera musculus,Blue whale,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Balaenopteridae,0.948385,0.310162,-1.339474,0.564581,0.605493,0.478868,0.687195,0.702987,0.064764,-1.584872,0.319183,0.360095,0.23347,0.441797,1.193783,0.55556,-1.094076,0.809979,0.850891,0.724266,0.932593,0.125203,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
