dataset_version,generated_at,species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,row_confidence_score,provenance_type,source_model,bayes_method,bayes_engine,bayes_hyper_sds,calibration_applied,calibration_refs
0.6.0,2026-03-19T19:37:13Z,Agrilus planipennis,Emerald ash borer,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.061014,0.799432,-0.863034,0.485393,0.543109,0.458481,0.431196,0.817436,0.556082,-1.254432,0.144941,0.310026,0.216673,0.174186,1.304592,1.042783,-0.471636,0.825845,0.776193,0.700288,0.688206,0.151707,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,Ailuropoda melanoleuca,Giant panda,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.086814,0.344974,-1.34087,0.458280,0.590324,0.426004,0.613143,0.962797,0.220071,-1.473329,0.310455,0.452346,0.301234,0.487048,1.210831,0.469878,-1.20841,0.606105,0.728303,0.550773,0.739238,0.079931,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,Ailurus fulgens,Red panda,Animalia,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.067953,0.503904,-1.242095,0.469134,0.595879,0.424653,0.612534,0.961552,0.39685,-1.354649,0.338116,0.473448,0.317697,0.504605,1.174354,0.610958,-1.129542,0.600153,0.718311,0.531608,0.720462,0.072570,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,Aix sponsa,Wood duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,0.927225,0.42961,-0.999393,0.682531,0.673966,0.575474,0.786167,0.835265,0.372273,-1.056836,0.599483,0.616645,0.518139,0.728812,1.019184,0.486947,-0.941949,0.765578,0.731288,0.632809,0.843522,0.056032,0.92175,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,Alauda arvensis,Eurasian skylark,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.032927,0.539359,-1.025175,0.590669,0.610922,0.502205,0.538807,0.877513,0.399985,-1.179175,0.428947,0.473346,0.363069,0.397249,1.188340,0.678733,-0.871174,0.752391,0.748498,0.641341,0.680365,0.087183,0.92175,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,Alca torda,Razorbill,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,0.829352,0.468126,-0.886698,0.778157,0.70699,0.628053,0.849262,0.739454,0.414138,-0.940963,0.697301,0.653043,0.574071,0.795227,0.919249,0.522114,-0.832433,0.859013,0.760938,0.682036,0.903297,0.055169,0.92175,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,Alces alces,Moose,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,0.948469,0.416965,-1.03063,0.597614,0.633009,0.485765,0.648722,0.856063,0.324344,-1.12495,0.480901,0.522466,0.393176,0.555817,1.040875,0.509586,-0.936311,0.714328,0.743553,0.578354,0.741626,0.066797,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,Alouatta palliata,Mantled howler,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,0.837349,0.383644,-0.721971,0.840487,0.796272,0.648261,0.838675,0.760314,0.306433,-0.800589,0.735941,0.698207,0.571076,0.743482,0.914384,0.460856,-0.643354,0.945034,0.894338,0.725446,0.933868,0.067618,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.6.0,2026-03-19T19:37:13Z,Amatitlania nigrofasciata,Convict cichlid,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Amatitlania,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,0.945053,0.607347,-0.999098,0.564608,0.558752,0.469476,0.450723,0.847009,0.520779,-1.063237,0.5005,0.494767,0.405474,0.386695,1.043097,0.693915,-0.93496,0.628716,0.622736,0.533477,0.51475,0.058209,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,Amazona amazonica,Orange-winged amazon,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,0.855366,0.465665,-0.647329,0.818994,0.783279,0.656813,0.851098,0.752782,0.392448,-0.72097,0.724081,0.710124,0.583604,0.777808,0.957949,0.538882,-0.573689,0.913907,0.856434,0.730022,0.924387,0.060682,0.92175,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,Ameiurus nebulosus,Brown bullhead,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.111175,0.767752,-1.307775,0.444112,0.541719,0.420983,0.391941,1.009685,0.677217,-1.378031,0.374088,0.472585,0.351727,0.322501,1.212665,0.858286,-1.237519,0.514137,0.610853,0.49024,0.46138,0.059820,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,Amphiprion ocellaris,False clownfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,false,assistant_curated_candidate_bank_v2,0.956,0.814808,0.642426,-0.809251,0.803502,0.697022,0.626361,0.611383,0.713983,0.552697,-0.877834,0.735004,0.628856,0.55815,0.543102,0.915634,0.732155,-0.740669,0.872001,0.765187,0.694573,0.679664,0.059458,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,Anas platyrhynchos,Mallard,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,false,curated_candidate_bank_v1,0.879,0.926563,0.427232,-0.998365,0.684406,0.674713,0.574125,0.786694,0.830448,0.363438,-1.062305,0.596747,0.610941,0.510334,0.722874,1.022677,0.491025,-0.934424,0.772065,0.738485,0.637916,0.850513,0.057823,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,Ancistrus cirrhosus,Bristlenose pleco,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.144006,0.813874,-1.432089,0.333336,0.471867,0.350095,0.323003,1.024225,0.703068,-1.528502,0.237441,0.377941,0.255901,0.228406,1.263787,0.924680,-1.335677,0.42923,0.565794,0.444289,0.4176,0.068248,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,Anguilla anguilla,European eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.186235,0.790891,-1.558261,0.258547,0.432746,0.299326,0.271596,1.092952,0.709750,-1.614905,0.201949,0.376327,0.242883,0.215115,1.279519,0.872031,-1.501618,0.315145,0.489164,0.35577,0.328077,0.056140,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,Anguilla rostrata,American eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.190020,0.795281,-1.558546,0.257388,0.43057,0.296854,0.269516,1.113192,0.733786,-1.577566,0.23837,0.411558,0.277842,0.250502,1.266848,0.856775,-1.539526,0.276406,0.449581,0.315867,0.28853,0.049202,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,Anopheles gambiae,African malaria mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,false,assistant_curated_candidate_bank_v2,0.956,1.232944,1.032635,-1.202149,0.353806,0.407067,0.353529,0.35349,1.147866,0.979942,-1.255054,0.269770,0.354405,0.30084,0.30076,1.318023,1.085329,-1.149244,0.437843,0.45973,0.406219,0.40622,0.054749,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,Anser anser,Greylag goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,0.918320,0.425855,-0.988988,0.691088,0.679296,0.578887,0.791588,0.827578,0.370496,-1.044443,0.609400,0.623951,0.52353,0.736213,1.009061,0.481213,-0.933533,0.772775,0.73464,0.634244,0.846963,0.055511,0.92175,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,Antheraea polyphemus,Polyphemus moth,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,1.071409,0.802907,-0.984362,0.396711,0.5143,0.420884,0.386896,0.841416,0.575468,-1.314668,0.095296,0.295164,0.194683,0.148642,1.301403,1.030346,-0.654056,0.698127,0.733436,0.647085,0.62515,0.138110,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.070/0.122/0.030;temporal_discount_rate:0.173/0.128/0.030;effort_price_elasticity:0.150/0.238/0.030;cooperation_propensity:0.070/0.190/0.030;inequity_sensitivity:0.052/0.121/0.030;punishment_propensity:0.050/0.127/0.030;tokenization_capacity:0.145/0.136/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
