entity_kind,entity_id,rank,taxon,n_species_evidence,provenance_type,source_model,evidence_sources,source_citations,extraction_notes,ai_rationale_hash,member_species_ids,calibration_applied,generated_at
taxon,tx_5dd0442f70,order,Artiodactyla,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|ungulate_behavior_dataset_2021,Aggregated from 2 species posterior rows.,d46e6cc38aaacd2a55b62364cd7c3e143a9f8d7d2b57d473a1ef467a58e15586,sp_8fe9af580a|sp_b01b8c4b64,false,2026-03-18T17:59:00Z
taxon,tx_98a6e177bd,order,Blattodea,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|urban_insect_behavior_survey_2018,Aggregated from 1 species posterior rows.,811cec5b3a605a2048c0a4ed5e97adcb4a229ca38da342a4a34d94ea7bc50471,sp_4c38251cef,false,2026-03-18T17:59:00Z
taxon,tx_3b6a2a7710,order,Carnivora,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_behavior_review_2021|mammal_cooperation_meta_2021|mammal_fairness_review_2019|auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|pinniped_social_behavior_2018,Aggregated from 2 species posterior rows.,36a4d1486cc9e1fb2340830274236b2be156e08745e61d96bccc68273b929f61,sp_0bc59ef437|sp_1262a4241d,false,2026-03-18T17:59:00Z
taxon,tx_372066ed29,order,Cetacea,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|delphinid_cognition_review_2022|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Aggregated from 1 species posterior rows.,caabf685bf8fee7152f1cd40680ba39bf789ac3704445450cbd389dfbb0a0f33,sp_f22e9181c4,false,2026-03-18T17:59:00Z
taxon,tx_00d7c7c6f8,order,Charadriiformes,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|seabird_foraging_behavior_2019,Aggregated from 1 species posterior rows.,bac74fe429fe7dc8c2c8d3acf4a9623f0d276e74fa4b50f612c94714a2afda99,sp_73a56973a5,false,2026-03-18T17:59:00Z
taxon,tx_ea7b14f2e1,order,Cichliformes,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|cichlid_social_behavior_2022|fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,Aggregated from 1 species posterior rows.,0bf5c4d3be2f7f3c59f5ae36fd854e21166bc156789003a12e61e5211603fb13,sp_c09bc3c800,false,2026-03-18T17:59:00Z
taxon,tx_548ed17b44,order,Columbiformes,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|seed_species_curation,Aggregated from 1 species posterior rows.,8981d61c2cf5f194fdb514cf96f740eda18a974d47fa132021acca0dfabf2583,sp_4196f2cbfd,false,2026-03-18T17:59:00Z
taxon,tx_90c912647b,order,Cypriniformes,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|cyprinid_learning_review_2018|fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022|auto_clade_profile_v2|fish_delay_discounting_review_2020|seed_species_curation|teleost_risk_behavior_meta_2022,Aggregated from 2 species posterior rows.,d2e50dc8bbaae32f15f394daf078e317710748e9015ed1c1da76a1a404b05240,sp_58dad6fa0f|sp_fec0433f5d,false,2026-03-18T17:59:00Z
taxon,tx_5aa1e7fdd0,order,Cyprinodontiformes,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|fish_delay_discounting_review_2020|poeciliid_behavior_database_2021|teleost_risk_behavior_meta_2022|auto_clade_profile_v2|fish_delay_discounting_review_2020|seed_species_curation|teleost_risk_behavior_meta_2022,Aggregated from 2 species posterior rows.,19077bf74047e77326822c82b40637eecc5de6bd7bc62fac3b3904b8f6dd5872,sp_295cd224db|sp_7917d4e5ae,false,2026-03-18T17:59:00Z
taxon,tx_976509c5d0,order,Decapoda,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|seed_species_curation,Aggregated from 1 species posterior rows.,07cc6d1c8ac26fda832835d95ae5e5cee8569b09b9f8c659b4743747645431bd,sp_232be198b3,false,2026-03-18T17:59:00Z
taxon,tx_aacb45f8f2,order,Diptera,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|seed_species_curation,Aggregated from 1 species posterior rows.,67878d647d969ffd6bca62f72111d19cb9945f3211639a93bca46a7780c1ef16,sp_f0ad5ab748,false,2026-03-18T17:59:00Z
taxon,tx_ca9371d73b,order,Gadiformes,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|fish_delay_discounting_review_2020|marine_fish_behavior_2019|teleost_risk_behavior_meta_2022,Aggregated from 1 species posterior rows.,a9972913839b908fa73d9af721bde8763bb9fdc9bfd71b4bad27b9a1fe853500,sp_ccb9ed75bf,false,2026-03-18T17:59:00Z
taxon,tx_5a011f87ec,order,Galliformes,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|galliform_sociality_review_2017,Aggregated from 1 species posterior rows.,402a1213a20adbdcc1c8f956a10bb4e17a7293040843e7ea4a198cd17378283d,sp_0a228838db,false,2026-03-18T17:59:00Z
taxon,tx_bdb594a441,order,Gasterosteiformes,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|fish_delay_discounting_review_2020|seed_species_curation|teleost_risk_behavior_meta_2022,Aggregated from 1 species posterior rows.,83297053ba9de1142c60d428374255aeae6ebdca7214b9bc6d98eff11d7f81d6,sp_307a87a424,false,2026-03-18T17:59:00Z
taxon,tx_e66f1ed5e4,order,Hymenoptera,5,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,ant_colony_organization_2020|auto_clade_profile_v2|hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017|auto_clade_profile_v2|hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017|seed_species_curation|hymenoptera_conflict_resolution_2018,Aggregated from 5 species posterior rows.,7d80ed42380fbc9a436e9b91d51f308d2d5ed5306683ea117fbf487a4606b359,sp_023560aeb2|sp_1a1871e165|sp_6a3319a7c5|sp_8c2fdfa812|sp_f27eee93fe,true,2026-03-18T17:59:00Z
taxon,tx_c8a3155bd5,order,Lepidoptera,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|hawk_moth_behavior_2017|insect_collective_action_meta_2020|insect_foraging_risk_2017|auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|lepidoptera_migration_compendium_2021,Aggregated from 2 species posterior rows.,362ca33f2d17ca04b87596e1237dce0921bbe7c7699d1530e0fe32c491a9f2f7,sp_398765b739|sp_e68f904bd8,false,2026-03-18T17:59:00Z
taxon,tx_86a40b6938,order,Octopoda,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|seed_species_curation,Aggregated from 1 species posterior rows.,871e51a837d17d53e85b4de970f921c3defd65b088c96a39597fca1de853a4ce,sp_2799b961a2,false,2026-03-18T17:59:00Z
taxon,tx_0c4dd37939,order,Orthoptera,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|locust_phase_behavior_2019,Aggregated from 1 species posterior rows.,3520449fe009094c1fca25fb3a973aff02cc62f859ea567a25d251e46668716c,sp_4127dcffdb,false,2026-03-18T17:59:00Z
taxon,tx_bfc201bf1b,order,Passeriformes,3,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_cognition_meta_2020|corvid_token_tasks_2019|auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019|seed_species_curation,Aggregated from 3 species posterior rows.,5c09004596c6b12f4859a0a01dad24a77146f3d16edaacd75da3013f7e1ef115,sp_40e1c3d643|sp_8aea1e6640|sp_e45775c6b8,false,2026-03-18T17:59:00Z
taxon,tx_7b0e30bf89,order,Primates,4,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022|seed_species_curation|auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022|seed_species_curation|primate_token_exchange_2022,Aggregated from 4 species posterior rows.,b40a185c680fd14909d969d9759fd72fc683a5710b6b9bc3e93833297608f08c,sp_2b24d67918|sp_306ee5e74e|sp_87544d59e8|sp_ddbe12c84d,true,2026-03-18T17:59:00Z
taxon,tx_66e170013f,order,Proboscidea,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|elephant_sociality_synthesis_2019|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Aggregated from 1 species posterior rows.,59ff52304fd3a8af1741e7ab391a766e4de1171e11d9445b34d4312338f3a010,sp_6f9fa131ca,false,2026-03-18T17:59:00Z
taxon,tx_392800799f,order,Psittaciformes,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|psittacine_cognition_survey_2021|auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|seed_species_curation,Aggregated from 2 species posterior rows.,93074d6128a63f74a2b246cddb5afa9f3678863f0dca444ce52e13c04916a417,sp_36da6312d6|sp_8e6261b548,false,2026-03-18T17:59:00Z
taxon,tx_f89f0e116e,order,Rodentia,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|seed_species_curation,Aggregated from 2 species posterior rows.,ae90fb8acb96123f4ce812dac07402c8d1e5671df1798c73661bdd2a94ff26df,sp_364c32b6a5|sp_d0ee487dff,false,2026-03-18T17:59:00Z
taxon,tx_8634af2cba,order,Salmoniformes,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|fish_delay_discounting_review_2020|salmonid_risk_behavior_2020|teleost_risk_behavior_meta_2022,Aggregated from 2 species posterior rows.,658fcbc978ab49bf3c7fca81c0be325aef9808871a6010570951fe32a06fb832,sp_b8ad2ba824|sp_ef8684369a,false,2026-03-18T17:59:00Z
taxon,tx_c6a8ddbe53,order,Sepiida,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|seed_species_curation,Aggregated from 1 species posterior rows.,969d69f8dbc6dd91b6095fd99f65c8d11878c5beda04757167ff116828c13341,sp_2ae9d4c1bd,false,2026-03-18T17:59:00Z
taxon,tx_89394b57b9,order,Struthioniformes,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|ratite_behavior_review_2016,Aggregated from 1 species posterior rows.,174e157e4c179700496d3829209d13689e09484b68722d70299ea83e7765767e,sp_b85903dc74,false,2026-03-18T17:59:00Z
taxon,tx_a5e25b7b0a,family,Acrididae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|locust_phase_behavior_2019,Aggregated from 1 species posterior rows.,3520449fe009094c1fca25fb3a973aff02cc62f859ea567a25d251e46668716c,sp_4127dcffdb,false,2026-03-18T17:59:00Z
taxon,tx_d03c8069e7,family,Anatidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|waterfowl_behavior_atlas_2019,Aggregated from 1 species posterior rows.,11c8074bc2b65cfa34303a107fa9c75e7f18345e7dd3249e5c2d665d21189d98,sp_9c5276526c,false,2026-03-18T17:59:00Z
taxon,tx_a1141a1c93,family,Apidae,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017|seed_species_curation,Aggregated from 2 species posterior rows.,3aca7f6a5c4450376c1c312f1464fd4055cbc00dcdebd9e20f1d85ebf08cc3e1,sp_023560aeb2|sp_f27eee93fe,false,2026-03-18T17:59:00Z
taxon,tx_e7601db927,family,Cambaridae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|seed_species_curation,Aggregated from 1 species posterior rows.,07cc6d1c8ac26fda832835d95ae5e5cee8569b09b9f8c659b4743747645431bd,sp_232be198b3,false,2026-03-18T17:59:00Z
taxon,tx_7799c7a18b,family,Canidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_behavior_review_2021|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Aggregated from 1 species posterior rows.,305d2e2435efdd84f1af09b14b71133b80ebd3e5d83b413a05ccc4cd54ec93cc,sp_1262a4241d,false,2026-03-18T17:59:00Z
taxon,tx_93f7c0251a,family,Cebidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022|seed_species_curation,Aggregated from 1 species posterior rows.,57d9fa8a52f2646127dbac777344c00402d5b42774222351d36ba4185c51be0b,sp_306ee5e74e,false,2026-03-18T17:59:00Z
taxon,tx_d850fec9a0,family,Cercopithecidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022|seed_species_curation,Aggregated from 1 species posterior rows.,d91b0badf474ebd6ad4621a016fdee743f019f0d796a094d7943daa28f295ffa,sp_ddbe12c84d,false,2026-03-18T17:59:00Z
taxon,tx_fa05df632e,family,Cervidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|ungulate_behavior_dataset_2021,Aggregated from 1 species posterior rows.,ed2359b322c5075ca1dc58921c49d9b332f6386cd2ea97f6439c54c946a05aeb,sp_b01b8c4b64,false,2026-03-18T17:59:00Z
taxon,tx_5d231f291c,family,Cichlidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|cichlid_social_behavior_2022|fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,Aggregated from 1 species posterior rows.,0bf5c4d3be2f7f3c59f5ae36fd854e21166bc156789003a12e61e5211603fb13,sp_c09bc3c800,false,2026-03-18T17:59:00Z
taxon,tx_efb7448df2,family,Columbidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|seed_species_curation,Aggregated from 1 species posterior rows.,8981d61c2cf5f194fdb514cf96f740eda18a974d47fa132021acca0dfabf2583,sp_4196f2cbfd,false,2026-03-18T17:59:00Z
