dataset_version,generated_at,entity_kind,entity_name,rank,taxon,n_species,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
0.5.0,2026-03-19T16:39:52Z,taxon,Primates,order,Primates,6,0.856198,0.353884,-0.668797,0.854029,0.813903,0.689713,0.85783,0.742302,0.239988,-0.782693,0.740133,0.700007,0.575818,0.743935,0.970094,0.467779,-0.554902,0.967924,0.927799,0.803609,0.971726,0.05811,imputed_taxonomy,taxon_aggregate_v1,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Proboscidea,order,Proboscidea,2,0.790156,0.307005,-0.716054,0.865889,0.818274,0.699675,0.886886,0.648011,0.16486,-0.858199,0.723744,0.676129,0.55753,0.744741,0.932301,0.44915,-0.573909,1.0,0.960419,0.84182,1.0,0.072523,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Procellariiformes,order,Procellariiformes,1,0.973538,0.463753,-1.00701,0.643046,0.664871,0.560612,0.773234,0.590325,0.08054,-1.390223,0.259833,0.281658,0.177399,0.390021,1.356751,0.846966,-0.623797,1.0,1.0,0.943825,1.0,0.195517,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Psittaciformes,order,Psittaciformes,2,0.918068,0.468869,-0.676693,0.808674,0.76756,0.653065,0.853493,0.764533,0.315335,-0.830228,0.65514,0.614026,0.499531,0.699959,1.071602,0.622404,-0.523159,0.962208,0.921095,0.8066,1.0,0.078334,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Rodentia,order,Rodentia,5,0.963596,0.649006,-1.054267,0.659646,0.628235,0.559934,0.782393,0.84197,0.527379,-1.175893,0.538019,0.506609,0.438307,0.660767,1.085223,0.770632,-0.932641,0.781272,0.749861,0.68156,0.904019,0.062054,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Salmoniformes,order,Salmoniformes,2,1.078062,0.490348,-1.334346,0.441637,0.544313,0.418246,0.392023,0.945828,0.358114,-1.46658,0.309403,0.412079,0.286012,0.259789,1.210296,0.622583,-1.202112,0.573872,0.676547,0.550481,0.524257,0.067466,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Scorpaeniformes,order,Scorpaeniformes,1,1.110353,0.644185,-1.450199,0.372545,0.48735,0.37467,0.351613,0.936619,0.470451,-1.623933,0.198811,0.313616,0.200936,0.177879,1.284087,0.817919,-1.276465,0.546279,0.661084,0.548404,0.525347,0.08864,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Sepiida,order,Sepiida,1,1.140999,0.52908,-1.400399,0.418898,0.522985,0.409095,0.629953,1.062599,0.45068,-1.478799,0.340498,0.444585,0.330695,0.551553,1.219399,0.60748,-1.321999,0.497298,0.601385,0.487495,0.708353,0.04,imputed_taxonomy,taxon_aggregate_v1,false,
0.5.0,2026-03-19T16:39:52Z,taxon,Sphenisciformes,order,Sphenisciformes,2,0.829795,0.380771,-0.899567,0.78971,0.737636,0.650886,0.866788,0.700076,0.251052,-1.029286,0.65999,0.607916,0.521167,0.737069,0.959515,0.510491,-0.769847,0.919429,0.867355,0.780606,0.996508,0.066183,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Strigiformes,order,Strigiformes,1,1.04276,0.679682,-1.259809,0.365853,0.551714,0.388136,0.584402,0.875486,0.512408,-1.427083,0.198579,0.38444,0.220862,0.417128,1.210034,0.846956,-1.092535,0.533127,0.718988,0.55541,0.751676,0.085344,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Struthioniformes,order,Struthioniformes,1,1.016082,0.300456,-1.222213,0.526414,0.631996,0.489489,0.689115,0.856552,0.140926,-1.381743,0.366884,0.472466,0.329959,0.529585,1.175612,0.459986,-1.062683,0.685944,0.791526,0.649019,0.848645,0.081393,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Suliformes,order,Suliformes,1,0.962047,0.447712,-1.024481,0.685847,0.662738,0.574657,0.793406,0.742931,0.228596,-1.243597,0.466731,0.443622,0.355541,0.57429,1.181163,0.666828,-0.805365,0.904963,0.881854,0.793773,1.0,0.111794,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Syngnathiformes,order,Syngnathiformes,1,0.943519,0.589858,-1.059674,0.425997,0.490671,0.400824,0.385543,0.654964,0.301303,-1.348229,0.137442,0.202116,0.112269,0.096988,1.232074,0.878413,-0.771119,0.714552,0.779226,0.689379,0.674098,0.147222,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Tetraodontiformes,order,Tetraodontiformes,1,1.062785,0.527201,-1.394925,0.412213,0.505845,0.396152,0.373672,0.907549,0.371965,-1.550161,0.256977,0.350609,0.240916,0.218436,1.218021,0.682437,-1.239689,0.567449,0.661081,0.551388,0.528908,0.079202,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Accipitridae,family,Accipitridae,1,0.969105,0.413927,-0.994595,0.495796,0.599449,0.488193,0.682399,0.668817,0.113639,-1.294883,0.195508,0.299161,0.187905,0.382111,1.269393,0.714215,-0.694307,0.796084,0.899737,0.788481,0.982687,0.153208,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Acrididae,family,Acrididae,2,0.933508,0.667062,-0.614901,0.777858,0.719432,0.645417,0.606729,0.789017,0.522572,-0.759391,0.633368,0.574942,0.500926,0.462238,1.077998,0.811553,-0.47041,0.922349,0.863923,0.789907,0.751219,0.07372,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Anatidae,family,Anatidae,1,1.025041,0.457582,-1.066556,0.62066,0.639222,0.53818,0.75287,0.823678,0.256219,-1.267919,0.419297,0.437859,0.336817,0.551507,1.226404,0.658945,-0.865193,0.822023,0.840585,0.739543,0.954233,0.102736,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Apidae,family,Apidae,2,0.925111,0.75443,-0.519223,0.794036,0.702921,0.586713,0.608238,0.752865,0.582185,-0.691468,0.621791,0.530676,0.414468,0.435993,1.097356,0.926676,-0.346977,0.966282,0.875167,0.758959,0.780484,0.08788,imputed_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Blaberidae,family,Blaberidae,1,1.083948,0.859299,-0.814928,0.396372,0.456288,0.379704,0.345204,0.870659,0.64601,-1.028217,0.183083,0.242999,0.166415,0.131915,1.297237,1.072588,-0.601639,0.609661,0.669577,0.592993,0.558493,0.108821,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Bombycidae,family,Bombycidae,1,1.11155,0.889469,-0.926026,0.348874,0.440041,0.356433,0.328544,0.925756,0.703675,-1.11182,0.16308,0.254247,0.170639,0.14275,1.297344,1.075263,-0.740232,0.534668,0.625835,0.542227,0.514338,0.094793,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Cambaridae,family,Cambaridae,1,1.133525,0.786121,-1.232529,0.446868,0.529544,0.421009,0.442711,0.974046,0.626642,-1.392008,0.287389,0.370065,0.26153,0.283232,1.293004,0.9456,-1.07305,0.606347,0.689023,0.580488,0.60219,0.081367,imputed_taxonomy,taxon_aggregate_v1,false,
0.5.0,2026-03-19T16:39:52Z,taxon,Canidae,family,Canidae,2,1.01842,0.542516,-0.972826,0.632213,0.687575,0.557389,0.748497,0.861245,0.385341,-1.130001,0.475038,0.530401,0.400215,0.591322,1.175594,0.699691,-0.815651,0.789388,0.84475,0.714564,0.905672,0.080191,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Castoridae,family,Castoridae,1,0.851475,0.558356,-0.949796,0.74046,0.713993,0.615025,0.818521,0.622551,0.329432,-1.17872,0.511536,0.485069,0.386101,0.589597,1.080399,0.78728,-0.720872,0.969384,0.942917,0.843949,1.0,0.116798,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Caviidae,family,Caviidae,1,0.814837,0.444107,-0.915923,0.775768,0.733985,0.634843,0.836824,0.587698,0.216968,-1.143062,0.548629,0.506846,0.407704,0.609685,1.041976,0.671246,-0.688784,1.0,0.961124,0.861982,1.0,0.115887,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
