dataset_version,generated_at,species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,row_confidence_score,provenance_type,source_model,bayes_method,bayes_engine,bayes_hyper_sds,calibration_applied,calibration_refs
0.5.0,2026-03-19T16:39:53Z,Blattella germanica,German cockroach,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,false,curated_candidate_bank_v1,0.879,1.237227,0.993509,-1.216251,0.421662,0.458704,0.418552,0.421689,1.151108,0.93921,-1.270947,0.336547,0.404504,0.364334,0.367461,1.323347,1.047807,-1.161555,0.506777,0.512904,0.472769,0.475916,0.055159,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:53Z,Bombus terrestris,Buff-tailed bumblebee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,true,seed_species,0.879,0.938165,0.763377,-0.529167,0.780650,0.688615,0.571866,0.594188,0.776933,0.617654,-0.688952,0.613100,0.545864,0.423265,0.450611,1.099398,0.909101,-0.369382,0.948200,0.831367,0.720466,0.737765,0.091602,0.817312,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:53Z,Bombyx mori,Domestic silkmoth,Animalia,Arthropoda,Insecta,Lepidoptera,Bombycidae,Bombyx,false,assistant_curated_candidate_bank_v2,0.956,1.111550,0.889469,-0.926026,0.348874,0.440041,0.356433,0.328544,1.002799,0.803847,-1.01395,0.240012,0.354968,0.271262,0.243315,1.220302,0.975091,-0.838103,0.457737,0.525114,0.441604,0.413772,0.064793,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:53Z,Bubo virginianus,Great horned owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,false,assistant_curated_candidate_bank_v2,0.879,1.042760,0.679682,-1.259809,0.365853,0.551714,0.388136,0.584402,0.952407,0.625008,-1.314889,0.284503,0.497141,0.333546,0.5298,1.133112,0.734356,-1.204728,0.447202,0.606287,0.442727,0.639003,0.055344,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:53Z,Camponotus pennsylvanicus,Carpenter ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,false,curated_candidate_bank_v1,0.956,0.897407,0.883213,-0.354337,0.866520,0.759852,0.644906,0.657248,0.813212,0.831997,-0.405683,0.783453,0.708669,0.580282,0.606056,0.981603,0.934429,-0.30299,0.949587,0.811036,0.709530,0.708441,0.057980,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:53Z,Canis lupus,Gray wolf,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,false,curated_candidate_bank_v1,0.956,1.007778,0.53284,-0.9673,0.635127,0.688470,0.560238,0.751371,0.87994,0.405602,-1.102461,0.485904,0.549086,0.434457,0.625413,1.135617,0.660077,-0.832139,0.784349,0.827854,0.686019,0.877328,0.080695,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:53Z,Carassius auratus,Goldfish,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,false,curated_candidate_bank_v1,0.879,1.060756,0.602120,-1.16437,0.406311,0.446761,0.361594,0.347378,0.959272,0.511724,-1.234067,0.336831,0.377818,0.292625,0.278392,1.162240,0.692515,-1.094673,0.475791,0.515703,0.430563,0.416363,0.059724,0.805437,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:53Z,Castor canadensis,North American beaver,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,false,assistant_curated_candidate_bank_v2,0.956,0.851475,0.558356,-0.949796,0.740460,0.713993,0.615025,0.818521,0.709937,0.417862,-1.104854,0.575839,0.563713,0.477024,0.680219,0.993014,0.69885,-0.794737,0.905080,0.864273,0.753027,0.956823,0.086798,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:53Z,Clupea harengus,Atlantic herring,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,false,assistant_curated_candidate_bank_v2,0.879,0.780180,0.575853,-0.777357,0.817744,0.702346,0.623617,0.600233,0.627874,0.431434,-0.92095,0.6786,0.57268,0.493523,0.469877,0.932486,0.720271,-0.633765,0.956888,0.832012,0.75371,0.73059,0.083670,0.805437,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:53Z,Coccinella septempunctata,Seven-spotted lady beetle,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,false,assistant_curated_candidate_bank_v2,0.879,1.051326,0.758637,-0.915727,0.372541,0.484999,0.407823,0.386964,0.840590,0.56188,-1.165377,0.137194,0.296912,0.218271,0.196534,1.262062,0.955394,-0.666076,0.607888,0.673086,0.597376,0.577394,0.115833,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:53Z,Columba livia,Rock pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,true,seed_species,0.956,1.036810,0.484657,-1.165619,0.610522,0.601319,0.535714,0.77008,0.910403,0.381054,-1.273907,0.488253,0.498797,0.433002,0.667252,1.163217,0.58826,-1.05733,0.732790,0.703842,0.638426,0.872907,0.071545,0.93425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:53Z,Corvus corax,Common raven,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,true,seed_species,0.879,1.006234,0.489721,-0.756989,0.715092,0.718155,0.600359,0.797998,0.896672,0.407167,-0.840883,0.612345,0.635929,0.518075,0.704679,1.115795,0.572276,-0.673094,0.817838,0.800381,0.682643,0.891317,0.067596,0.821687,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
0.5.0,2026-03-19T16:39:53Z,Corvus moneduloides,New Caledonian crow,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,true,seed_species,0.879,1.007832,0.491272,-0.759471,0.680805,0.688177,0.575191,0.765532,0.889175,0.397046,-0.855703,0.568020,0.594439,0.481366,0.661875,1.126488,0.585497,-0.663238,0.793590,0.781915,0.669015,0.869189,0.071504,0.821687,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
0.5.0,2026-03-19T16:39:53Z,Cyanocitta cristata,Blue jay,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,false,assistant_curated_candidate_bank_v2,0.879,1.010992,0.49361,-0.762691,0.694766,0.714307,0.595923,0.793443,0.899670,0.408745,-0.849013,0.590074,0.6298,0.511352,0.698099,1.122313,0.578474,-0.676369,0.799457,0.798815,0.680493,0.888788,0.068344,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
0.5.0,2026-03-19T16:39:53Z,Cyprinus carpio,Common carp,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,false,assistant_curated_candidate_bank_v2,0.956,1.047866,0.597480,-1.159583,0.490449,0.535985,0.434545,0.416127,0.949240,0.510295,-1.224916,0.425294,0.471274,0.369813,0.351381,1.146493,0.684664,-1.094249,0.555604,0.600695,0.499278,0.480873,0.058461,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:53Z,Danaus plexippus,Monarch butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,false,curated_candidate_bank_v1,0.879,0.990552,0.710188,-0.91205,0.376774,0.492599,0.402584,0.372839,0.816184,0.550625,-1.093494,0.192231,0.337364,0.246601,0.216411,1.164920,0.869751,-0.730606,0.561318,0.647834,0.558567,0.529266,0.096060,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:53Z,Danio rerio,Zebrafish,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,true,seed_species,0.956,1.054635,0.615814,-1.155856,0.471454,0.522784,0.424414,0.407641,0.950742,0.522729,-1.229132,0.39843,0.450384,0.351982,0.335191,1.158528,0.708898,-1.08258,0.544478,0.595185,0.496845,0.480091,0.060795,0.9305,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:53Z,Delphinus delphis,Common dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,false,curated_candidate_bank_v1,0.956,0.829499,0.318064,-0.881697,0.837965,0.761811,0.678301,0.884828,0.721341,0.210268,-0.994146,0.707353,0.639029,0.571388,0.777808,0.937657,0.42586,-0.769248,0.968576,0.884593,0.785214,0.991849,0.072643,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:53Z,Diomedea exulans,Wandering albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,false,assistant_curated_candidate_bank_v2,0.879,0.973538,0.463753,-1.00701,0.643046,0.664871,0.560612,0.773234,0.693936,0.201312,-1.485165,0.291969,0.422653,0.315141,0.525736,1.253140,0.726194,-0.528855,0.994122,0.90709,0.806083,1.0,0.165517,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:53Z,Drosophila melanogaster,Fruit fly,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,true,seed_species,0.956,1.287575,0.882653,-1.123948,0.310124,0.435059,0.350311,0.33464,1.162400,0.777187,-1.234436,0.183382,0.330746,0.245794,0.230004,1.412751,0.988118,-1.013461,0.436866,0.539373,0.454827,0.439277,0.072209,0.929875,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.125/0.135/0.030;temporal_discount_rate:0.219/0.130/0.030;effort_price_elasticity:0.196/0.263/0.030;cooperation_propensity:0.149/0.183/0.030;inequity_sensitivity:0.117/0.119/0.030;punishment_propensity:0.102/0.121/0.030;tokenization_capacity:0.210/0.122/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
