dataset_version,generated_at,species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,row_confidence_score,provenance_type,source_model,bayes_method,bayes_engine,bayes_hyper_sds,calibration_applied,calibration_refs
0.4.0,2026-03-19T17:00:37Z,Blattella germanica,German cockroach,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,false,curated_candidate_bank_v1,0.879,1.237388,0.993468,-1.216296,0.421663,0.458689,0.418518,0.421664,1.151259,0.939174,-1.270994,0.336546,0.404487,0.364293,0.367428,1.323518,1.047761,-1.161598,0.506781,0.512891,0.472742,0.475899,0.055161,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Bombus terrestris,Buff-tailed bumblebee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,true,seed_species,0.879,0.937032,0.763574,-0.528881,0.781200,0.688717,0.572227,0.594615,0.775327,0.618005,-0.688744,0.613508,0.545902,0.423428,0.450811,1.098738,0.909143,-0.369017,0.948892,0.831531,0.721027,0.738418,0.091668,0.817312,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Bombyx mori,Domestic silkmoth,Animalia,Arthropoda,Insecta,Lepidoptera,Bombycidae,Bombyx,false,assistant_curated_candidate_bank_v2,0.956,1.111664,0.88943,-0.926072,0.348760,0.439988,0.356264,0.328357,1.002840,0.803836,-1.014007,0.239878,0.354903,0.271054,0.243087,1.220489,0.975024,-0.838138,0.457642,0.525074,0.441473,0.413627,0.064803,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Bubo virginianus,Great horned owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,false,assistant_curated_candidate_bank_v2,0.879,1.042800,0.679623,-1.259846,0.365825,0.551693,0.388058,0.584315,0.952438,0.624954,-1.314928,0.284472,0.497118,0.333461,0.529705,1.133163,0.734292,-1.204763,0.447177,0.606268,0.442656,0.638924,0.055346,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Camponotus pennsylvanicus,Carpenter ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,false,curated_candidate_bank_v1,0.956,0.897335,0.883208,-0.354312,0.866590,0.759864,0.644917,0.65729,0.813137,0.831993,-0.405659,0.783522,0.70868,0.580292,0.606095,0.981534,0.934423,-0.302965,0.949658,0.811048,0.709543,0.708485,0.057981,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Canis lupus,Gray wolf,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,false,curated_candidate_bank_v1,0.956,1.008416,0.532664,-0.967397,0.634941,0.688406,0.560061,0.751199,0.880273,0.405518,-1.1026,0.485642,0.548988,0.434156,0.625106,1.13656,0.659809,-0.832194,0.784240,0.827824,0.685966,0.877293,0.080732,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Carassius auratus,Goldfish,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,false,curated_candidate_bank_v1,0.879,1.067506,0.605168,-1.164153,0.406668,0.447093,0.362014,0.347821,0.966008,0.514784,-1.233852,0.337184,0.378155,0.293041,0.278832,1.169003,0.695553,-1.094455,0.476152,0.516031,0.430986,0.416811,0.059724,0.805437,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Castor canadensis,North American beaver,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,false,assistant_curated_candidate_bank_v2,0.956,0.851057,0.558057,-0.94992,0.740433,0.713930,0.61497,0.818537,0.708985,0.417721,-1.10506,0.575667,0.563591,0.476758,0.680004,0.993129,0.698393,-0.794779,0.905199,0.864269,0.753182,0.95707,0.086867,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Clupea harengus,Atlantic herring,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,false,assistant_curated_candidate_bank_v2,0.879,0.778906,0.590555,-0.766367,0.829233,0.71656,0.642137,0.622486,0.648790,0.469380,-0.877258,0.720019,0.611309,0.536645,0.516879,0.909022,0.711730,-0.655475,0.938446,0.821811,0.747629,0.728093,0.072844,0.805437,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Coccinella septempunctata,Seven-spotted lady beetle,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,false,assistant_curated_candidate_bank_v2,0.879,1.050937,0.759047,-0.916133,0.371548,0.484785,0.407168,0.386284,0.838656,0.562758,-1.166154,0.135624,0.296521,0.217027,0.195202,1.263219,0.955336,-0.666112,0.607473,0.673049,0.59731,0.577366,0.116068,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Columba livia,Rock pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,true,seed_species,0.956,1.037101,0.484632,-1.165753,0.610484,0.601252,0.535619,0.770037,0.910544,0.381084,-1.274065,0.488171,0.498706,0.432831,0.667127,1.163659,0.588179,-1.05744,0.732796,0.703798,0.638407,0.872947,0.071565,0.93425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Corvus corax,Common raven,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,true,seed_species,0.879,1.006298,0.489705,-0.756954,0.715150,0.718152,0.600365,0.798001,0.896695,0.407167,-0.840855,0.612391,0.635918,0.518058,0.704661,1.115901,0.572243,-0.673053,0.817908,0.800385,0.682673,0.891342,0.067601,0.821687,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
0.4.0,2026-03-19T17:00:37Z,Corvus moneduloides,New Caledonian crow,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,true,seed_species,0.879,1.007929,0.49125,-0.759426,0.680851,0.688166,0.57518,0.765510,0.889208,0.397049,-0.855668,0.568048,0.594417,0.481322,0.661820,1.126650,0.585451,-0.663183,0.793654,0.781915,0.669039,0.869201,0.071512,0.821687,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
0.4.0,2026-03-19T17:00:37Z,Cyanocitta cristata,Blue jay,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,false,assistant_curated_candidate_bank_v2,0.879,1.011068,0.493591,-0.762655,0.694817,0.714303,0.595927,0.793443,0.899701,0.408745,-0.848984,0.590112,0.629788,0.511331,0.698074,1.122435,0.578437,-0.676327,0.799521,0.798818,0.680522,0.888812,0.068350,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
0.4.0,2026-03-19T17:00:37Z,Cyprinus carpio,Common carp,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,false,assistant_curated_candidate_bank_v2,0.956,1.054704,0.600607,-1.159392,0.49077,0.536267,0.434922,0.416524,0.956067,0.513432,-1.224726,0.425613,0.47156,0.370186,0.351775,1.153341,0.687783,-1.094057,0.555928,0.600974,0.499657,0.481273,0.058462,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Danaus plexippus,Monarch butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,false,curated_candidate_bank_v1,0.879,0.989673,0.710607,-0.912245,0.376249,0.492468,0.402134,0.372331,0.814592,0.551272,-1.093818,0.191479,0.337143,0.245853,0.215574,1.164755,0.869942,-0.730672,0.561020,0.647794,0.558416,0.529087,0.096164,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Danio rerio,Zebrafish,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,true,seed_species,0.956,1.061299,0.618791,-1.155616,0.471855,0.52314,0.424884,0.408138,0.957390,0.525720,-1.228893,0.398827,0.450745,0.352448,0.335683,1.165207,0.711862,-1.082338,0.544883,0.595535,0.497319,0.480592,0.060796,0.9305,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Delphinus delphis,Common dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,false,curated_candidate_bank_v1,0.956,0.829189,0.318216,-0.881718,0.838066,0.761808,0.678385,0.884966,0.720848,0.210476,-0.994191,0.707412,0.639006,0.571396,0.777863,0.93753,0.425957,-0.769245,0.968721,0.884610,0.785374,0.99207,0.072665,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Diomedea exulans,Wandering albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,false,assistant_curated_candidate_bank_v2,0.879,0.974046,0.463758,-1.008192,0.642473,0.664657,0.56027,0.772989,0.690373,0.202464,-1.489063,0.289914,0.422048,0.313471,0.524004,1.257719,0.725053,-0.527321,0.995031,0.907266,0.807069,1.0,0.166366,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Drosophila melanogaster,Fruit fly,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,true,seed_species,0.956,1.288502,0.882599,-1.124132,0.309872,0.434973,0.350028,0.334353,1.163161,0.777193,-1.234646,0.183084,0.330635,0.245431,0.229628,1.413844,0.988005,-1.013618,0.436661,0.539311,0.454625,0.439078,0.072232,0.929875,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
